date,atm_id,location_type,foot_traffic,cash_withdrawn
2023-01-07,ATM_003,Rural,4,13459
2023-01-07,ATM_004,Rural,7,14091
2023-01-07,ATM_005,Urban,9,10222
2023-01-07,ATM_006,Urban,3,14697
2023-01-07,ATM_007,Rural,9,20076
2023-01-07,ATM_008,Suburban,1,21347
2023-01-07,ATM_009,Rural,5,9875
2023-01-07,ATM_010,Rural,3,10946
2023-01-08,ATM_001,Rural,3,14444
2023-01-08,ATM_002,Urban,1,12418
2023-01-08,ATM_003,Rural,1,14896
2023-01-08,ATM_004,Rural,4,8587
2023-01-08,ATM_005,Urban,9,23237
2023-01-08,ATM_006,Urban,2,23429
2023-01-08,ATM_007,Rural,9,16500
2023-01-08,ATM_008,Suburban,4,9672
2023-01-08,ATM_009,Rural,1,16564
2023-01-08,ATM_010,Rural,6,7891
2023-01-09,ATM_001,Rural,6,18678
2023-01-09,ATM_002,Urban,8,18064
2023-01-09,ATM_003,Rural,1,17385
2023-01-09,ATM_004,Rural,1,8481
2023-01-09,ATM_005,Urban,4,11969
2023-01-09,ATM_006,Urban,1,8405
2023-01-09,ATM_007,Rural,5,19565
2023-01-09,ATM_008,Suburban,9,13246
2023-01-09,ATM_009,Rural,1,1839
2023-01-09,ATM_010,Rural,3,981
2023-01-10,ATM_001,Rural,4,2191
2023-01-10,ATM_002,Urban,7,5970
2023-01-10,ATM_003,Rural,3,18323
2023-01-10,ATM_004,Rural,6,3050
2023-01-10,ATM_005,Urban,8,5286
2023-01-10,ATM_006,Urban,2,18976
2023-01-10,ATM_007,Rural,2,17527
2023-01-10,ATM_008,Suburban,1,14636
2023-01-10,ATM_009,Rural,6,8870
2023-01-10,ATM_010,Rural,7,7881
2023-01-11,ATM_001,Rural,2,18287
2023-01-11,ATM_002,Urban,7,14498
2023-01-11,ATM_003,Rural,4,13507
2023-01-11,ATM_004,Rural,3,3643
2023-01-11,ATM_005,Urban,7,17535
2023-01-11,ATM_006,Urban,6,4067
2023-01-11,ATM_007,Rural,6,11088
2023-01-11,ATM_008,Suburban,1,17893
2023-01-11,ATM_009,Rural,5,15151
2023-01-11,ATM_010,Rural,4,2367
2023-01-12,ATM_001,Rural,7,5508
2023-01-12,ATM_002,Urban,2,12550
2023-01-12,ATM_003,Rural,3,17624
2023-01-12,ATM_004,Rural,3,9641
2023-01-12,ATM_005,Urban,5,9996
2023-01-12,ATM_006,Urban,9,13451
2023-01-12,ATM_007,Rural,1,3071
2023-01-12,ATM_008,Suburban,9,16685
2023-01-12,ATM_009,Rural,5,13511
2023-01-12,ATM_010,Rural,7,13955
2023-01-13,ATM_001,Rural,6,10742
2023-01-13,ATM_002,Urban,3,11438
2023-01-13,ATM_003,Rural,9,13869
2023-01-13,ATM_004,Rural,1,10003
2023-01-13,ATM_005,Urban,4,23755
2023-01-13,ATM_006,Urban,5,16389
2023-01-13,ATM_007,Rural,6,4974
2023-01-13,ATM_008,Suburban,3,5774
2023-01-13,ATM_009,Rural,1,3596
2023-01-13,ATM_010,Rural,4,10031
2023-01-14,ATM_001,Rural,4,10179
2023-01-14,ATM_002,Urban,1,26913
2023-01-14,ATM_003,Rural,5,7146
2023-01-14,ATM_004,Rural,2,8494
2023-01-14,ATM_005,Urban,8,11341
2023-01-14,ATM_006,Urban,9,21937
2023-01-14,ATM_007,Rural,2,6092
2023-01-14,ATM_008,Suburban,9,15254
2023-01-14,ATM_009,Rural,8,15505
2023-01-14,ATM_010,Rural,3,19501
2023-01-15,ATM_001,Rural,8,21430
2023-01-15,ATM_002,Urban,9,12719
2023-01-15,ATM_003,Rural,1,6083
2023-01-15,ATM_004,Rural,9,16348
2023-01-15,ATM_005,Urban,1,22361
2023-01-15,ATM_006,Urban,3,20542
2023-01-15,ATM_007,Rural,4,6389
2023-01-15,ATM_008,Suburban,3,9081
2023-01-15,ATM_009,Rural,5,9876
2023-01-15,ATM_010,Rural,7,10886
2023-01-16,ATM_001,Rural,7,19732
2023-01-16,ATM_002,Urban,7,8547
2023-01-16,ATM_003,Rural,2,9658
2023-01-16,ATM_004,Rural,9,5933
2023-01-16,ATM_005,Urban,6,23288
2023-01-16,ATM_006,Urban,8,5891
2023-01-16,ATM_007,Rural,2,7205
2023-01-16,ATM_008,Suburban,6,19616
2023-01-16,ATM_009,Rural,1,14671
2023-01-16,ATM_010,Rural,1,18748
2023-01-17,ATM_001,Rural,4,8210
2023-01-17,ATM_002,Urban,6,7895
2023-01-17,ATM_003,Rural,2,16435
2023-01-17,ATM_004,Rural,4,10572
2023-01-17,ATM_005,Urban,7,16870
2023-01-17,ATM_006,Urban,9,11373
2023-01-17,ATM_007,Rural,1,2221
2023-01-17,ATM_008,Suburban,5,4184
2023-01-17,ATM_009,Rural,5,17074
2023-01-17,ATM_010,Rural,4,11731
2023-01-18,ATM_001,Rural,2,14783
2023-01-18,ATM_002,Urban,1,10250
2023-01-18,ATM_003,Rural,6,10653
2023-01-18,ATM_004,Rural,7,4485
2023-01-18,ATM_005,Urban,8,10978
2023-01-18,ATM_006,Urban,4,3546
2023-01-18,ATM_007,Rural,2,4916
2023-01-18,ATM_008,Suburban,9,3638
2023-01-18,ATM_009,Rural,6,6038
2023-01-18,ATM_010,Rural,1,8012
2023-01-19,ATM_001,Rural,3,4030
2023-01-19,ATM_002,Urban,5,17676
2023-01-19,ATM_003,Rural,2,19642
2023-01-19,ATM_004,Rural,2,1332
2023-01-19,ATM_005,Urban,6,9439
2023-01-19,ATM_006,Urban,1,5154
2023-01-19,ATM_007,Rural,6,4874
2023-01-19,ATM_008,Suburban,1,9952
2023-01-19,ATM_009,Rural,3,18621
2023-01-19,ATM_010,Rural,5,9586
2023-01-20,ATM_001,Rural,6,9497
2023-01-20,ATM_002,Urban,5,17971
2023-01-20,ATM_003,Rural,5,7259
2023-01-20,ATM_004,Rural,3,4812
2023-01-20,ATM_005,Urban,1,19337
2023-01-20,ATM_006,Urban,4,16238
2023-01-20,ATM_007,Rural,8,5924
2023-01-20,ATM_008,Suburban,8,11895
2023-01-20,ATM_009,Rural,2,15238
2023-01-20,ATM_010,Rural,2,11627
2023-01-21,ATM_001,Rural,5,7900
2023-01-21,ATM_002,Urban,7,13277
2023-01-21,ATM_003,Rural,2,15074
2023-01-21,ATM_004,Rural,6,18781
2023-01-21,ATM_005,Urban,3,18345
2023-01-21,ATM_006,Urban,1,15453
2023-01-21,ATM_007,Rural,7,12610
2023-01-21,ATM_008,Suburban,8,14647
2023-01-21,ATM_009,Rural,5,9030
2023-01-21,ATM_010,Rural,3,7398
2023-01-22,ATM_001,Rural,7,9176
2023-01-22,ATM_002,Urban,8,23192
2023-01-22,ATM_003,Rural,9,17789
2023-01-22,ATM_004,Rural,2,20529
2023-01-22,ATM_005,Urban,6,17934
2023-01-22,ATM_006,Urban,2,23025
2023-01-22,ATM_007,Rural,9,13490
2023-01-22,ATM_008,Suburban,8,14391
2023-01-22,ATM_009,Rural,1,16819
2023-01-22,ATM_010,Rural,3,17747
2023-01-23,ATM_001,Rural,8,18851
2023-01-23,ATM_002,Urban,7,16511
2023-01-23,ATM_003,Rural,2,2840
2023-01-23,ATM_004,Rural,8,17913
2023-01-23,ATM_005,Urban,7,9274
2023-01-23,ATM_006,Urban,6,10174
2023-01-23,ATM_007,Rural,9,8264
2023-01-23,ATM_008,Suburban,7,7761
2023-01-23,ATM_009,Rural,7,19132
2023-01-23,ATM_010,Rural,9,7202
2023-01-24,ATM_001,Rural,4,7312
2023-01-24,ATM_002,Urban,3,10664
2023-01-24,ATM_003,Rural,2,17224
2023-01-24,ATM_004,Rural,6,6981
2023-01-24,ATM_005,Urban,8,18266
2023-01-24,ATM_006,Urban,9,21617
2023-01-24,ATM_007,Rural,8,16916
2023-01-24,ATM_008,Suburban,5,13895
2023-01-24,ATM_009,Rural,5,19005
2023-01-24,ATM_010,Rural,7,19198
2023-01-25,ATM_001,Rural,8,7782
2023-01-25,ATM_002,Urban,8,18734
2023-01-25,ATM_003,Rural,8,5371
2023-01-25,ATM_004,Rural,2,5847
2023-01-25,ATM_005,Urban,4,12988
2023-01-25,ATM_006,Urban,8,12334
2023-01-25,ATM_007,Rural,9,15755
2023-01-25,ATM_008,Suburban,3,3451
2023-01-25,ATM_009,Rural,6,7378
2023-01-25,ATM_010,Rural,1,17639
2023-01-26,ATM_001,Rural,1,7341
2023-01-26,ATM_002,Urban,6,9705
2023-01-26,ATM_003,Rural,4,3221
2023-01-26,ATM_004,Rural,1,7746
2023-01-26,ATM_005,Urban,5,17525
2023-01-26,ATM_006,Urban,8,15481
2023-01-26,ATM_007,Rural,5,2439
2023-01-26,ATM_008,Suburban,8,13628
2023-01-26,ATM_009,Rural,1,4595
2023-01-26,ATM_010,Rural,2,18805
2023-01-27,ATM_001,Rural,9,2783
2023-01-27,ATM_002,Urban,8,12744
2023-01-27,ATM_003,Rural,8,4808
2023-01-27,ATM_004,Rural,3,9792
2023-01-27,ATM_005,Urban,4,20926
2023-01-27,ATM_006,Urban,9,21297
2023-01-27,ATM_007,Rural,7,11874
2023-01-27,ATM_008,Suburban,6,10793
2023-01-27,ATM_009,Rural,1,6506
2023-01-27,ATM_010,Rural,7,2916
2023-01-28,ATM_001,Rural,8,21316
2023-01-28,ATM_002,Urban,3,10330
2023-01-28,ATM_003,Rural,4,22134
2023-01-28,ATM_004,Rural,1,19188
2023-01-28,ATM_005,Urban,6,14443
2023-01-28,ATM_006,Urban,4,8159
2023-01-28,ATM_007,Rural,1,8611
2023-01-28,ATM_008,Suburban,4,18824
2023-01-28,ATM_009,Rural,8,11549
2023-01-28,ATM_010,Rural,2,19096
2023-01-29,ATM_001,Rural,3,17990
2023-01-29,ATM_002,Urban,5,16556
2023-01-29,ATM_003,Rural,8,7542
2023-01-29,ATM_004,Rural,8,13022
2023-01-29,ATM_005,Urban,4,18423
2023-01-29,ATM_006,Urban,8,23929
2023-01-29,ATM_007,Rural,9,3027
2023-01-29,ATM_008,Suburban,1,14413
2023-01-29,ATM_009,Rural,4,14593
2023-01-29,ATM_010,Rural,7,7375
2023-01-30,ATM_001,Rural,5,7949
2023-01-30,ATM_002,Urban,4,15662
2023-01-30,ATM_003,Rural,9,7072
2023-01-30,ATM_004,Rural,4,9044
2023-01-30,ATM_005,Urban,6,21119
2023-01-30,ATM_006,Urban,1,11968
2023-01-30,ATM_007,Rural,3,8221
2023-01-30,ATM_008,Suburban,7,19776
2023-01-30,ATM_009,Rural,5,6508
2023-01-30,ATM_010,Rural,6,14148
2023-01-31,ATM_001,Rural,5,11776
2023-01-31,ATM_002,Urban,9,20781
2023-01-31,ATM_003,Rural,6,17719
2023-01-31,ATM_004,Rural,1,10775
2023-01-31,ATM_005,Urban,7,14383
2023-01-31,ATM_006,Urban,1,6655
2023-01-31,ATM_007,Rural,8,10477
2023-01-31,ATM_008,Suburban,3,21306
2023-01-31,ATM_009,Rural,6,16227
2023-01-31,ATM_010,Rural,6,5845
2023-02-01,ATM_001,Rural,3,13712
2023-02-01,ATM_002,Urban,3,16821
2023-02-01,ATM_003,Rural,1,10754
2023-02-01,ATM_004,Rural,2,14976
2023-02-01,ATM_005,Urban,7,19352
2023-02-01,ATM_006,Urban,8,19243
2023-02-01,ATM_007,Rural,3,4378
2023-02-01,ATM_008,Suburban,3,6258
2023-02-01,ATM_009,Rural,8,2730
2023-02-01,ATM_010,Rural,4,16139
2023-02-02,ATM_001,Rural,5,9037
2023-02-02,ATM_002,Urban,2,19335
2023-02-02,ATM_003,Rural,7,6979
2023-02-02,ATM_004,Rural,5,16682
2023-02-02,ATM_005,Urban,2,7413
2023-02-02,ATM_006,Urban,5,13939
2023-02-02,ATM_007,Rural,3,5726
2023-02-02,ATM_008,Suburban,4,7603
2023-02-02,ATM_009,Rural,6,15900
2023-02-02,ATM_010,Rural,9,2512
2023-02-03,ATM_001,Rural,4,8449
2023-02-03,ATM_002,Urban,1,15259
2023-02-03,ATM_003,Rural,7,16648
2023-02-03,ATM_004,Rural,2,6051
2023-02-03,ATM_005,Urban,8,8779
2023-02-03,ATM_006,Urban,7,7049
2023-02-03,ATM_007,Rural,4,18419
2023-02-03,ATM_008,Suburban,2,10269
2023-02-03,ATM_009,Rural,6,9570
2023-02-03,ATM_010,Rural,6,6015
2023-02-04,ATM_001,Rural,6,10536
2023-02-04,ATM_002,Urban,9,19318
2023-02-04,ATM_003,Rural,8,18521
2023-02-04,ATM_004,Rural,7,18420
2023-02-04,ATM_005,Urban,2,19467
2023-02-04,ATM_006,Urban,3,10502
2023-02-04,ATM_007,Rural,5,15242
2023-02-04,ATM_008,Suburban,8,11447
2023-02-04,ATM_009,Rural,8,19368
2023-02-04,ATM_010,Rural,8,6826
2023-02-05,ATM_001,Rural,3,10112
2023-02-05,ATM_002,Urban,9,8133
2023-02-05,ATM_003,Rural,9,3249
2023-02-05,ATM_004,Rural,9,5523
2023-02-05,ATM_005,Urban,9,6178
2023-02-05,ATM_006,Urban,3,18339
2023-02-05,ATM_007,Rural,1,21885
2023-02-05,ATM_008,Suburban,7,7441
2023-02-05,ATM_009,Rural,8,3394
2023-02-05,ATM_010,Rural,7,16542
2023-02-06,ATM_001,Rural,6,3896
2023-02-06,ATM_002,Urban,9,10420
2023-02-06,ATM_003,Rural,7,14395
2023-02-06,ATM_004,Rural,5,10010
2023-02-06,ATM_005,Urban,7,20236
2023-02-06,ATM_006,Urban,8,10349
2023-02-06,ATM_007,Rural,7,19231
2023-02-06,ATM_008,Suburban,4,3815
2023-02-06,ATM_009,Rural,7,5439
2023-02-06,ATM_010,Rural,3,10025
2023-02-07,ATM_001,Rural,2,3354
2023-02-07,ATM_002,Urban,8,22036
2023-02-07,ATM_003,Rural,8,13189
2023-02-07,ATM_004,Rural,6,7655
2023-02-07,ATM_005,Urban,2,22733
2023-02-07,ATM_006,Urban,2,11909
2023-02-07,ATM_007,Rural,2,5604
2023-02-07,ATM_008,Suburban,7,19644
2023-02-07,ATM_009,Rural,1,9533
2023-02-07,ATM_010,Rural,9,9683
2023-02-08,ATM_001,Rural,9,1210
2023-02-08,ATM_002,Urban,7,10754
2023-02-08,ATM_003,Rural,1,13752
2023-02-08,ATM_004,Rural,8,2978
2023-02-08,ATM_005,Urban,5,7049
2023-02-08,ATM_006,Urban,5,11467
2023-02-08,ATM_007,Rural,1,15370
2023-02-08,ATM_008,Suburban,5,12004
2023-02-08,ATM_009,Rural,6,13698
2023-02-08,ATM_010,Rural,8,1745
2023-02-09,ATM_001,Rural,2,8763
2023-02-09,ATM_002,Urban,8,21394
2023-02-09,ATM_003,Rural,6,17294
2023-02-09,ATM_004,Rural,2,9818
2023-02-09,ATM_005,Urban,1,22909
2023-02-09,ATM_006,Urban,6,16438
2023-02-09,ATM_007,Rural,6,17148
2023-02-09,ATM_008,Suburban,9,10128
2023-02-09,ATM_009,Rural,1,11881
2023-02-09,ATM_010,Rural,3,11095
2023-02-10,ATM_001,Rural,3,15053
2023-02-10,ATM_002,Urban,9,10767
2023-02-10,ATM_003,Rural,5,6084
2023-02-10,ATM_004,Rural,9,12639
2023-02-10,ATM_005,Urban,9,19408
2023-02-10,ATM_006,Urban,9,21759
2023-02-10,ATM_007,Rural,9,14313
2023-02-10,ATM_008,Suburban,6,21070
2023-02-10,ATM_009,Rural,5,15413
2023-02-10,ATM_010,Rural,2,6396
2023-02-11,ATM_001,Rural,5,12411
2023-02-11,ATM_002,Urban,3,19064
2023-02-11,ATM_003,Rural,1,5019
2023-02-11,ATM_004,Rural,1,11364
2023-02-11,ATM_005,Urban,9,25334
2023-02-11,ATM_006,Urban,6,18192
2023-02-11,ATM_007,Rural,9,18987
2023-02-11,ATM_008,Suburban,5,22931
2023-02-11,ATM_009,Rural,2,7741
2023-02-11,ATM_010,Rural,7,21863
2023-02-12,ATM_001,Rural,1,13448
2023-02-12,ATM_002,Urban,8,9535
2023-02-12,ATM_003,Rural,7,4322
2023-02-12,ATM_004,Rural,5,12762
2023-02-12,ATM_005,Urban,4,10995
2023-02-12,ATM_006,Urban,6,24134
2023-02-12,ATM_007,Rural,6,11162
2023-02-12,ATM_008,Suburban,4,16714
2023-02-12,ATM_009,Rural,1,6441
2023-02-12,ATM_010,Rural,3,12317
2023-02-13,ATM_001,Rural,2,12782
2023-02-13,ATM_002,Urban,3,7347
2023-02-13,ATM_003,Rural,7,7528
2023-02-13,ATM_004,Rural,4,4728
2023-02-13,ATM_005,Urban,4,23390
2023-02-13,ATM_006,Urban,1,7861
2023-02-13,ATM_007,Rural,8,12892
2023-02-13,ATM_008,Suburban,5,2810
2023-02-13,ATM_009,Rural,9,17291
2023-02-13,ATM_010,Rural,6,6382
2023-02-14,ATM_001,Rural,3,12881
2023-02-14,ATM_002,Urban,2,12798
2023-02-14,ATM_003,Rural,8,6381
2023-02-14,ATM_004,Rural,1,8057
2023-02-14,ATM_005,Urban,2,7285
2023-02-14,ATM_006,Urban,5,11624
2023-02-14,ATM_007,Rural,3,6982
2023-02-14,ATM_008,Suburban,9,18858
2023-02-14,ATM_009,Rural,7,15774
2023-02-14,ATM_010,Rural,4,12929
2023-02-15,ATM_001,Rural,6,2783
2023-02-15,ATM_002,Urban,5,14981
2023-02-15,ATM_003,Rural,8,3276
2023-02-15,ATM_004,Rural,2,5455
2023-02-15,ATM_005,Urban,9,21044
2023-02-15,ATM_006,Urban,8,21452
2023-02-15,ATM_007,Rural,3,17875
2023-02-15,ATM_008,Suburban,9,16875
2023-02-15,ATM_009,Rural,6,6753
2023-02-15,ATM_010,Rural,8,17191
2023-02-16,ATM_001,Rural,1,17109
2023-02-16,ATM_002,Urban,4,19433
2023-02-16,ATM_003,Rural,2,17903
2023-02-16,ATM_004,Rural,2,16895
2023-02-16,ATM_005,Urban,1,6532
2023-02-16,ATM_006,Urban,3,23089
2023-02-16,ATM_007,Rural,9,18419
2023-02-16,ATM_008,Suburban,9,9871
2023-02-16,ATM_009,Rural,4,5100
2023-02-16,ATM_010,Rural,7,14239
2023-02-17,ATM_001,Rural,4,1041
2023-02-17,ATM_002,Urban,3,14583
2023-02-17,ATM_003,Rural,2,5579
2023-02-17,ATM_004,Rural,7,15860
2023-02-17,ATM_005,Urban,3,17779
2023-02-17,ATM_006,Urban,7,9939
2023-02-17,ATM_007,Rural,3,3550
2023-02-17,ATM_008,Suburban,6,13316
2023-02-17,ATM_009,Rural,8,5495
2023-02-17,ATM_010,Rural,3,3478
2023-02-18,ATM_001,Rural,6,16313
2023-02-18,ATM_002,Urban,1,18603
2023-02-18,ATM_003,Rural,8,10411
2023-02-18,ATM_004,Rural,4,13462
2023-02-18,ATM_005,Urban,9,9312
2023-02-18,ATM_006,Urban,4,14760
2023-02-18,ATM_007,Rural,4,15116
2023-02-18,ATM_008,Suburban,6,18167
2023-02-18,ATM_009,Rural,5,18176
2023-02-18,ATM_010,Rural,2,16184
2023-02-19,ATM_001,Rural,6,5050
2023-02-19,ATM_002,Urban,8,12865
2023-02-19,ATM_003,Rural,2,5869
2023-02-19,ATM_004,Rural,9,6295
2023-02-19,ATM_005,Urban,8,7573
2023-02-19,ATM_006,Urban,3,21782
2023-02-19,ATM_007,Rural,9,2989
2023-02-19,ATM_008,Suburban,1,14585
2023-02-19,ATM_009,Rural,4,13512
2023-02-19,ATM_010,Rural,5,13641
2023-02-20,ATM_001,Rural,1,16227
2023-02-20,ATM_002,Urban,8,8278
2023-02-20,ATM_003,Rural,6,19453
2023-02-20,ATM_004,Rural,4,1369
2023-02-20,ATM_005,Urban,5,19979
2023-02-20,ATM_006,Urban,7,5625
2023-02-20,ATM_007,Rural,5,1755
2023-02-20,ATM_008,Suburban,1,7674
2023-02-20,ATM_009,Rural,4,1740
2023-02-20,ATM_010,Rural,2,3004
2023-02-21,ATM_001,Rural,9,13309
2023-02-21,ATM_002,Urban,2,19327
2023-02-21,ATM_003,Rural,6,10037
2023-02-21,ATM_004,Rural,4,12765
2023-02-21,ATM_005,Urban,7,8153
2023-02-21,ATM_006,Urban,7,14217
2023-02-21,ATM_007,Rural,6,11159
2023-02-21,ATM_008,Suburban,2,7715
2023-02-21,ATM_009,Rural,7,16362
2023-02-21,ATM_010,Rural,2,16503
2023-02-22,ATM_001,Rural,8,16541
2023-02-22,ATM_002,Urban,8,6473
2023-02-22,ATM_003,Rural,4,5753
2023-02-22,ATM_004,Rural,5,3718
2023-02-22,ATM_005,Urban,2,13471
2023-02-22,ATM_006,Urban,9,9273
2023-02-22,ATM_007,Rural,9,8436
2023-02-22,ATM_008,Suburban,2,3281
2023-02-22,ATM_009,Rural,4,16341
2023-02-22,ATM_010,Rural,2,5067
2023-02-23,ATM_001,Rural,9,8657
2023-02-23,ATM_002,Urban,1,19352
2023-02-23,ATM_003,Rural,7,2688
2023-02-23,ATM_004,Rural,7,4290
2023-02-23,ATM_005,Urban,9,6520
2023-02-23,ATM_006,Urban,1,21363
2023-02-23,ATM_007,Rural,3,15922
2023-02-23,ATM_008,Suburban,2,15325
2023-02-23,ATM_009,Rural,3,4265
2023-02-23,ATM_010,Rural,2,7786
2023-02-24,ATM_001,Rural,5,12116
2023-02-24,ATM_002,Urban,5,4352
2023-02-24,ATM_003,Rural,5,17156
2023-02-24,ATM_004,Rural,7,12802
2023-02-24,ATM_005,Urban,5,21581
2023-02-24,ATM_006,Urban,5,5907
2023-02-24,ATM_007,Rural,4,7834
2023-02-24,ATM_008,Suburban,4,11238
2023-02-24,ATM_009,Rural,6,13716
2023-02-24,ATM_010,Rural,4,6183
2023-02-25,ATM_001,Rural,3,9586
2023-02-25,ATM_002,Urban,2,24806
2023-02-25,ATM_003,Rural,9,16987
2023-02-25,ATM_004,Rural,7,4756
2023-02-25,ATM_005,Urban,4,25983
2023-02-25,ATM_006,Urban,8,17194
2023-02-25,ATM_007,Rural,7,13343
2023-02-25,ATM_008,Suburban,9,6672
2023-02-25,ATM_009,Rural,9,19253
2023-02-25,ATM_010,Rural,8,14664
2023-02-26,ATM_001,Rural,4,20106
2023-02-26,ATM_002,Urban,7,21737
2023-02-26,ATM_003,Rural,3,7822
2023-02-26,ATM_004,Rural,5,19238
2023-02-26,ATM_005,Urban,5,22917
2023-02-26,ATM_006,Urban,3,24003
2023-02-26,ATM_007,Rural,9,4682
2023-02-26,ATM_008,Suburban,9,21185
2023-02-26,ATM_009,Rural,7,4414
2023-02-26,ATM_010,Rural,3,14043
2023-02-27,ATM_001,Rural,6,6416
2023-02-27,ATM_002,Urban,4,15794
2023-02-27,ATM_003,Rural,1,14271
2023-02-27,ATM_004,Rural,9,9241
2023-02-27,ATM_005,Urban,7,14123
2023-02-27,ATM_006,Urban,2,21955
2023-02-27,ATM_007,Rural,5,6067
2023-02-27,ATM_008,Suburban,6,4886
2023-02-27,ATM_009,Rural,3,8859
2023-02-27,ATM_010,Rural,2,9870
2023-02-28,ATM_001,Rural,4,10983
2023-02-28,ATM_002,Urban,5,5173
2023-02-28,ATM_003,Rural,9,11036
2023-02-28,ATM_004,Rural,9,1324
2023-02-28,ATM_005,Urban,8,6638
2023-02-28,ATM_006,Urban,7,12840
2023-02-28,ATM_007,Rural,8,5569
2023-02-28,ATM_008,Suburban,5,11007
2023-02-28,ATM_009,Rural,6,14860
2023-02-28,ATM_010,Rural,5,5555
2023-03-01,ATM_001,Rural,6,11982
2023-03-01,ATM_002,Urban,4,15508
2023-03-01,ATM_003,Rural,2,6395
2023-03-01,ATM_004,Rural,2,19632
2023-03-01,ATM_005,Urban,3,20934
2023-03-01,ATM_006,Urban,4,9930
2023-03-01,ATM_007,Rural,3,5167
2023-03-01,ATM_008,Suburban,5,12538
2023-03-01,ATM_009,Rural,1,4845
2023-03-01,ATM_010,Rural,2,13506
2023-03-02,ATM_001,Rural,8,2483
2023-03-02,ATM_002,Urban,6,16919
2023-03-02,ATM_003,Rural,5,8265
2023-03-02,ATM_004,Rural,2,8079
2023-03-02,ATM_005,Urban,9,12661
2023-03-02,ATM_006,Urban,1,14605
2023-03-02,ATM_007,Rural,1,9567
2023-03-02,ATM_008,Suburban,4,7034
2023-03-02,ATM_009,Rural,9,12120
2023-03-02,ATM_010,Rural,5,18584
2023-03-03,ATM_001,Rural,5,19804
2023-03-03,ATM_002,Urban,4,11136
2023-03-03,ATM_003,Rural,4,8795
2023-03-03,ATM_004,Rural,2,3383
2023-03-03,ATM_005,Urban,3,10855
2023-03-03,ATM_006,Urban,9,19058
2023-03-03,ATM_007,Rural,8,5039
2023-03-03,ATM_008,Suburban,3,7564
2023-03-03,ATM_009,Rural,3,6103
2023-03-03,ATM_010,Rural,1,6985
2023-03-04,ATM_001,Rural,1,17772
2023-03-04,ATM_002,Urban,4,17444
2023-03-04,ATM_003,Rural,7,2463
2023-03-04,ATM_004,Rural,3,19057
2023-03-04,ATM_005,Urban,5,9912
2023-03-04,ATM_006,Urban,6,12275
2023-03-04,ATM_007,Rural,7,12615
2023-03-04,ATM_008,Suburban,1,14750
2023-03-04,ATM_009,Rural,4,19709
2023-03-04,ATM_010,Rural,5,11351
2023-03-05,ATM_001,Rural,5,22212
