date,atm_id,location_type,day_of_week,is_weekend,month,is_month_end,quarter,predicted_cash
2025-05-17,ATM_004,Rural,5,1,5,0,2,6385.8535
2025-05-17,ATM_004,Suburban,5,1,5,0,2,8311.86
2025-05-17,ATM_005,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_005,Rural,5,1,5,0,2,6094.5557
2025-05-17,ATM_005,Suburban,5,1,5,0,2,8937.517
2025-05-17,ATM_006,Urban,5,1,5,0,2,11558.761
2025-05-17,ATM_006,Rural,5,1,5,0,2,6492.547
2025-05-17,ATM_006,Suburban,5,1,5,0,2,9074.1455
2025-05-17,ATM_007,Urban,5,1,5,0,2,10552.256
2025-05-17,ATM_007,Rural,5,1,5,0,2,6446.11
2025-05-17,ATM_007,Suburban,5,1,5,0,2,8958.548
2025-05-17,ATM_008,Urban,5,1,5,0,2,10653.471
2025-05-17,ATM_008,Rural,5,1,5,0,2,6753.53
2025-05-17,ATM_008,Suburban,5,1,5,0,2,8916.9795
2025-05-17,ATM_009,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_009,Rural,5,1,5,0,2,6786.325
2025-05-17,ATM_009,Suburban,5,1,5,0,2,8920.811
2025-05-17,ATM_010,Urban,5,1,5,0,2,10548.955
2025-05-17,ATM_010,Rural,5,1,5,0,2,6407.088
2025-05-17,ATM_010,Suburban,5,1,5,0,2,8154.34
2025-05-17,ATM_011,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_011,Rural,5,1,5,0,2,6153.325
2025-05-17,ATM_011,Suburban,5,1,5,0,2,8863.782
2025-05-17,ATM_012,Urban,5,1,5,0,2,10443.499
2025-05-17,ATM_012,Rural,5,1,5,0,2,6447.2607
2025-05-17,ATM_012,Suburban,5,1,5,0,2,8871.58
2025-05-17,ATM_013,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_013,Rural,5,1,5,0,2,6903.9175
2025-05-17,ATM_013,Suburban,5,1,5,0,2,8915.286
2025-05-17,ATM_014,Urban,5,1,5,0,2,10630.377
2025-05-17,ATM_014,Rural,5,1,5,0,2,6446.11
2025-05-17,ATM_014,Suburban,5,1,5,0,2,8972.618
2025-05-17,ATM_015,Urban,5,1,5,0,2,10689.837
2025-05-17,ATM_015,Rural,5,1,5,0,2,6446.5605
2025-05-17,ATM_015,Suburban,5,1,5,0,2,9050.027
2025-05-17,ATM_016,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_016,Rural,5,1,5,0,2,6469.5073
2025-05-17,ATM_016,Suburban,5,1,5,0,2,8891.02
2025-05-17,ATM_017,Urban,5,1,5,0,2,10641.57
2025-05-17,ATM_017,Rural,5,1,5,0,2,6462.7095
2025-05-17,ATM_017,Suburban,5,1,5,0,2,9003.402
2025-05-17,ATM_018,Urban,5,1,5,0,2,11395.633
2025-05-17,ATM_018,Rural,5,1,5,0,2,6481.0186
2025-05-17,ATM_018,Suburban,5,1,5,0,2,9083.271
2025-05-17,ATM_019,Urban,5,1,5,0,2,10441.954
2025-05-17,ATM_019,Rural,5,1,5,0,2,6446.11
2025-05-17,ATM_019,Suburban,5,1,5,0,2,9018.388
2025-05-17,ATM_020,Urban,5,1,5,0,2,10651.777
2025-05-17,ATM_020,Rural,5,1,5,0,2,6303.003
2025-05-17,ATM_020,Suburban,5,1,5,0,2,8915.286
2025-05-18,ATM_001,Urban,6,1,5,0,2,10144.436
2025-05-18,ATM_001,Rural,6,1,5,0,2,6551.0933
2025-05-18,ATM_001,Suburban,6,1,5,0,2,8764.113
2025-05-18,ATM_002,Urban,6,1,5,0,2,10597.497
2025-05-18,ATM_002,Rural,6,1,5,0,2,6610.933
2025-05-18,ATM_002,Suburban,6,1,5,0,2,8964.38
2025-05-18,ATM_003,Urban,6,1,5,0,2,10495.837
2025-05-18,ATM_003,Rural,6,1,5,0,2,6460.9834
2025-05-18,ATM_003,Suburban,6,1,5,0,2,9015.272
2025-05-18,ATM_004,Urban,6,1,5,0,2,10633.501
2025-05-18,ATM_004,Rural,6,1,5,0,2,6671.5845
2025-05-18,ATM_004,Suburban,6,1,5,0,2,9122.365
2025-05-18,ATM_005,Urban,6,1,5,0,2,10597.497
2025-05-18,ATM_005,Rural,6,1,5,0,2,6109.447
2025-05-18,ATM_005,Suburban,6,1,5,0,2,8882.429
2025-05-18,ATM_006,Urban,6,1,5,0,2,11615.607
2025-05-18,ATM_006,Rural,6,1,5,0,2,6621.234
2025-05-18,ATM_006,Suburban,6,1,5,0,2,9148.439
2025-05-18,ATM_007,Urban,6,1,5,0,2,10785.224
2025-05-18,ATM_007,Rural,6,1,5,0,2,6551.0933
2025-05-18,ATM_007,Suburban,6,1,5,0,2,9007.642
2025-05-18,ATM_008,Urban,6,1,5,0,2,10617.503
2025-05-18,ATM_008,Rural,6,1,5,0,2,7055.1606
2025-05-18,ATM_008,Suburban,6,1,5,0,2,8984.386
2025-05-18,ATM_009,Urban,6,1,5,0,2,10609.734
2025-05-18,ATM_009,Rural,6,1,5,0,2,6502.0312
2025-05-18,ATM_009,Suburban,6,1,5,0,2,8986.46
2025-05-18,ATM_010,Urban,6,1,5,0,2,10673.711
2025-05-18,ATM_010,Rural,6,1,5,0,2,6523.452
2025-05-18,ATM_010,Suburban,6,1,5,0,2,8483.602
2025-05-18,ATM_011,Urban,6,1,5,0,2,10597.497
2025-05-18,ATM_011,Rural,6,1,5,0,2,6255.1074
2025-05-18,ATM_011,Suburban,6,1,5,0,2,8920.592
2025-05-18,ATM_012,Urban,6,1,5,0,2,10498.188
2025-05-18,ATM_012,Rural,6,1,5,0,2,6556.819
2025-05-18,ATM_012,Suburban,6,1,5,0,2,8945.929
2025-05-18,ATM_013,Urban,6,1,5,0,2,10597.497
2025-05-18,ATM_013,Rural,6,1,5,0,2,7473.879
2025-05-18,ATM_013,Suburban,6,1,5,0,2,9010.12
2025-05-18,ATM_014,Urban,6,1,5,0,2,10576.097
2025-05-18,ATM_014,Rural,6,1,5,0,2,6551.0933
2025-05-18,ATM_014,Suburban,6,1,5,0,2,9083.413
2025-05-18,ATM_015,Urban,6,1,5,0,2,10531.761
2025-05-18,ATM_015,Rural,6,1,5,0,2,6531.6646
2025-05-18,ATM_015,Suburban,6,1,5,0,2,8790.683
2025-05-18,ATM_016,Urban,6,1,5,0,2,10597.497
2025-05-18,ATM_016,Rural,6,1,5,0,2,6353.073
2025-05-18,ATM_016,Suburban,6,1,5,0,2,8940.113
2025-05-18,ATM_017,Urban,6,1,5,0,2,10581.906
2025-05-18,ATM_017,Rural,6,1,5,0,2,6545.598
2025-05-18,ATM_017,Suburban,6,1,5,0,2,9023.449
2025-05-18,ATM_018,Urban,6,1,5,0,2,10698.28
2025-05-18,ATM_018,Rural,6,1,5,0,2,6563.6616
2025-05-18,ATM_018,Suburban,6,1,5,0,2,8932.594
2025-05-18,ATM_019,Urban,6,1,5,0,2,10351.915
2025-05-18,ATM_019,Rural,6,1,5,0,2,6551.0933
2025-05-18,ATM_019,Suburban,6,1,5,0,2,9053.196
2025-05-18,ATM_020,Urban,6,1,5,0,2,10627.09
2025-05-18,ATM_020,Rural,6,1,5,0,2,6576.3345
2025-05-18,ATM_020,Suburban,6,1,5,0,2,8993.973
2025-05-19,ATM_001,Urban,0,0,5,0,2,9174.072
2025-05-19,ATM_001,Rural,0,0,5,0,2,5484.0728
2025-05-19,ATM_001,Suburban,0,0,5,0,2,7440.438
2025-05-19,ATM_002,Urban,0,0,5,0,2,8973.416
2025-05-19,ATM_002,Rural,0,0,5,0,2,5768.6177
2025-05-19,ATM_002,Suburban,0,0,5,0,2,7406.7095
2025-05-19,ATM_003,Urban,0,0,5,0,2,8902.849
2025-05-19,ATM_003,Rural,0,0,5,0,2,5469.2114
2025-05-19,ATM_003,Suburban,0,0,5,0,2,7136.8765
2025-05-19,ATM_004,Urban,0,0,5,0,2,8862.469
2025-05-19,ATM_004,Rural,0,0,5,0,2,5469.738
2025-05-19,ATM_004,Suburban,0,0,5,0,2,7074.7036
2025-05-19,ATM_005,Urban,0,0,5,0,2,8907.27
2025-05-19,ATM_005,Rural,0,0,5,0,2,5504.4756
2025-05-19,ATM_005,Suburban,0,0,5,0,2,7320.76
2025-05-19,ATM_006,Urban,0,0,5,0,2,8988.207
2025-05-19,ATM_006,Rural,0,0,5,0,2,5506.188
2025-05-19,ATM_006,Suburban,0,0,5,0,2,7452.163
2025-05-19,ATM_007,Urban,0,0,5,0,2,8899.034
2025-05-19,ATM_007,Rural,0,0,5,0,2,5484.0728
2025-05-19,ATM_007,Suburban,0,0,5,0,2,7330.054
2025-05-19,ATM_008,Urban,0,0,5,0,2,8887.011
2025-05-19,ATM_008,Rural,0,0,5,0,2,5566.4897
2025-05-19,ATM_008,Suburban,0,0,5,0,2,7326.6655
2025-05-19,ATM_009,Urban,0,0,5,0,2,8921.38
2025-05-19,ATM_009,Rural,0,0,5,0,2,5632.888
2025-05-19,ATM_009,Suburban,0,0,5,0,2,7378.436
2025-05-19,ATM_010,Urban,0,0,5,0,2,8907.27
2025-05-19,ATM_010,Rural,0,0,5,0,2,5471.91
2025-05-19,ATM_010,Suburban,0,0,5,0,2,7183.747
2025-05-19,ATM_011,Urban,0,0,5,0,2,8907.27
2025-05-19,ATM_011,Rural,0,0,5,0,2,5212.45
2025-05-19,ATM_011,Suburban,0,0,5,0,2,7292.5435
2025-05-19,ATM_012,Urban,0,0,5,0,2,9034.807
2025-05-19,ATM_012,Rural,0,0,5,0,2,5489.7983
2025-05-19,ATM_012,Suburban,0,0,5,0,2,7346.979
2025-05-19,ATM_013,Urban,0,0,5,0,2,8907.27
2025-05-19,ATM_013,Rural,0,0,5,0,2,5692.1113
2025-05-19,ATM_013,Suburban,0,0,5,0,2,7392.6646
2025-05-19,ATM_014,Urban,0,0,5,0,2,8871.002
2025-05-19,ATM_014,Rural,0,0,5,0,2,5484.0728
2025-05-19,ATM_014,Suburban,0,0,5,0,2,7621.457
2025-05-19,ATM_015,Urban,0,0,5,0,2,8923.028
2025-05-19,ATM_015,Rural,0,0,5,0,2,5466.8604
2025-05-19,ATM_015,Suburban,0,0,5,0,2,7478.928
2025-05-19,ATM_016,Urban,0,0,5,0,2,8841.504
2025-05-19,ATM_016,Rural,0,0,5,0,2,5247.054
2025-05-19,ATM_016,Suburban,0,0,5,0,2,7263.1865
2025-05-19,ATM_017,Urban,0,0,5,0,2,8917.328
2025-05-19,ATM_017,Rural,0,0,5,0,2,5464.0728
2025-05-19,ATM_017,Suburban,0,0,5,0,2,6918.342
2025-05-19,ATM_018,Urban,0,0,5,0,2,8999.579
2025-05-19,ATM_018,Rural,0,0,5,0,2,5496.641
2025-05-19,ATM_018,Suburban,0,0,5,0,2,7359.492
2025-05-19,ATM_019,Urban,0,0,5,0,2,8613.844
2025-05-19,ATM_019,Rural,0,0,5,0,2,5484.0728
2025-05-19,ATM_019,Suburban,0,0,5,0,2,7369.9136
2025-05-19,ATM_020,Urban,0,0,5,0,2,8907.27
2025-05-19,ATM_020,Rural,0,0,5,0,2,5323.9106
2025-05-19,ATM_020,Suburban,0,0,5,0,2,7346.924
2025-05-20,ATM_001,Urban,1,0,5,0,2,9177.497
2025-05-20,ATM_001,Rural,1,0,5,0,2,5464.8643
2025-05-20,ATM_001,Suburban,1,0,5,0,2,7404.179
2025-05-20,ATM_002,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_002,Rural,1,0,5,0,2,5506.9116
2025-05-20,ATM_002,Suburban,1,0,5,0,2,7354.091
2025-05-20,ATM_003,Urban,1,0,5,0,2,8910.466
2025-05-20,ATM_003,Rural,1,0,5,0,2,5450.118
2025-05-20,ATM_003,Suburban,1,0,5,0,2,6902.5137
2025-05-20,ATM_004,Urban,1,0,5,0,2,8958.723
2025-05-20,ATM_004,Rural,1,0,5,0,2,5484.8433
2025-05-20,ATM_004,Suburban,1,0,5,0,2,7296.184
2025-05-20,ATM_005,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_005,Rural,1,0,5,0,2,5396.466
2025-05-20,ATM_005,Suburban,1,0,5,0,2,7345.6445
2025-05-20,ATM_006,Urban,1,0,5,0,2,8744.954
2025-05-20,ATM_006,Rural,1,0,5,0,2,5436.9546
2025-05-20,ATM_006,Suburban,1,0,5,0,2,7324.081
2025-05-20,ATM_007,Urban,1,0,5,0,2,8817.631
2025-05-20,ATM_007,Rural,1,0,5,0,2,5484.8433
2025-05-20,ATM_007,Suburban,1,0,5,0,2,7337.221
2025-05-20,ATM_008,Urban,1,0,5,0,2,8949.599
2025-05-20,ATM_008,Rural,1,0,5,0,2,5448.345
2025-05-20,ATM_008,Suburban,1,0,5,0,2,7346.8623
2025-05-20,ATM_009,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_009,Rural,1,0,5,0,2,4725.363
2025-05-20,ATM_009,Suburban,1,0,5,0,2,7244.847
2025-05-20,ATM_010,Urban,1,0,5,0,2,9006.389
2025-05-20,ATM_010,Rural,1,0,5,0,2,5534.405
2025-05-20,ATM_010,Suburban,1,0,5,0,2,7434.1143
2025-05-20,ATM_011,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_011,Rural,1,0,5,0,2,6324.692
2025-05-20,ATM_011,Suburban,1,0,5,0,2,7610.81
2025-05-20,ATM_012,Urban,1,0,5,0,2,9243.781
2025-05-20,ATM_012,Rural,1,0,5,0,2,5560.977
2025-05-20,ATM_012,Suburban,1,0,5,0,2,7462.7803
2025-05-20,ATM_013,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_013,Rural,1,0,5,0,2,5655.93
2025-05-20,ATM_013,Suburban,1,0,5,0,2,7354.091
2025-05-20,ATM_014,Urban,1,0,5,0,2,8982.543
2025-05-20,ATM_014,Rural,1,0,5,0,2,5531.566
2025-05-20,ATM_014,Suburban,1,0,5,0,2,7665.585
2025-05-20,ATM_015,Urban,1,0,5,0,2,8963.748
2025-05-20,ATM_015,Rural,1,0,5,0,2,5495.4307
2025-05-20,ATM_015,Suburban,1,0,5,0,2,7332.8613
2025-05-20,ATM_016,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_016,Rural,1,0,5,0,2,5536.11
2025-05-20,ATM_016,Suburban,1,0,5,0,2,7354.091
2025-05-20,ATM_017,Urban,1,0,5,0,2,8920.472
2025-05-20,ATM_017,Rural,1,0,5,0,2,5533.3467
2025-05-20,ATM_017,Suburban,1,0,5,0,2,7578.5815
2025-05-20,ATM_018,Urban,1,0,5,0,2,9134.363
2025-05-20,ATM_018,Rural,1,0,5,0,2,5560.3115
2025-05-20,ATM_018,Suburban,1,0,5,0,2,7429.559
2025-05-20,ATM_019,Urban,1,0,5,0,2,8592.879
2025-05-20,ATM_019,Rural,1,0,5,0,2,5484.8433
2025-05-20,ATM_019,Suburban,1,0,5,0,2,7275.837
2025-05-20,ATM_020,Urban,1,0,5,0,2,8956.827
2025-05-20,ATM_020,Rural,1,0,5,0,2,5265.4766
2025-05-20,ATM_020,Suburban,1,0,5,0,2,7354.091
2025-05-21,ATM_001,Urban,2,0,5,0,2,8654.719
2025-05-21,ATM_001,Rural,2,0,5,0,2,5543.364
2025-05-21,ATM_001,Suburban,2,0,5,0,2,7448.51
2025-05-21,ATM_002,Urban,2,0,5,0,2,8979.361
2025-05-21,ATM_002,Rural,2,0,5,0,2,5472.828
2025-05-21,ATM_002,Suburban,2,0,5,0,2,7515.41
