date,atm_id,location_type,cash_withdrawn
2023-01-06,ATM_002,Rural,4659.101651428608
2023-01-06,ATM_003,Suburban,5218.851767693581
2023-01-06,ATM_004,Suburban,5165.39753766218
2023-01-06,ATM_005,Rural,7190.73015216931
2023-01-06,ATM_006,Urban,8386.848630181803
2023-01-06,ATM_007,Urban,9226.40129137367
2023-01-06,ATM_008,Rural,7281.13500402468
2023-01-06,ATM_009,Rural,5413.550070800428
2023-01-06,ATM_010,Suburban,7544.687583672633
2023-01-06,ATM_011,Rural,3330.3413754105222
2023-01-06,ATM_012,Urban,11153.171263320935
2023-01-06,ATM_013,Rural,4531.190209380989
2023-01-06,ATM_014,Suburban,6543.810293017426
2023-01-06,ATM_015,Suburban,6565.328555868008
2023-01-06,ATM_016,Rural,6021.343920360061
2023-01-06,ATM_017,Suburban,8646.199895581276
2023-01-06,ATM_018,Urban,9504.7917373376
2023-01-06,ATM_019,Urban,7171.80664512243
2023-01-06,ATM_020,Rural,4101.125008839139
2023-01-07,ATM_001,Urban,10047.863706921104
2023-01-07,ATM_002,Rural,8908.438241605869
2023-01-07,ATM_003,Suburban,10843.219931714102
2023-01-07,ATM_004,Suburban,6010.321147733885
2023-01-07,ATM_005,Rural,2958.4536398521923
2023-01-07,ATM_006,Urban,10602.658816894258
2023-01-07,ATM_007,Urban,7360.485972311745
2023-01-07,ATM_008,Rural,7182.228965855057
2023-01-07,ATM_009,Rural,7446.831860045704
2023-01-07,ATM_010,Suburban,10445.3940019769
2023-01-07,ATM_011,Rural,8139.148386984174
2023-01-07,ATM_012,Urban,10922.292800962647
2023-01-07,ATM_013,Rural,7879.5548652088755
2023-01-07,ATM_014,Suburban,9334.891814044795
2023-01-07,ATM_015,Suburban,7876.344650512414
2023-01-07,ATM_016,Rural,5266.387160865074
2023-01-07,ATM_017,Suburban,9260.816402028362
2023-01-07,ATM_018,Urban,8173.64336599721
2023-01-07,ATM_019,Urban,12770.057401743477
2023-01-07,ATM_020,Rural,2761.5687476596204
2023-01-08,ATM_001,Urban,11507.031218947965
2023-01-08,ATM_002,Rural,5592.534049117526
2023-01-08,ATM_003,Suburban,10848.469581582298
2023-01-08,ATM_004,Suburban,10755.035133926956
2023-01-08,ATM_005,Rural,7904.9874128763495
2023-01-08,ATM_006,Urban,14672.29038122395
2023-01-08,ATM_007,Urban,9981.936796676908
2023-01-08,ATM_008,Rural,3700.3760885194397
2023-01-08,ATM_009,Rural,6860.797665579845
2023-01-08,ATM_010,Suburban,5574.026379362708
2023-01-08,ATM_011,Rural,5778.379128685735
2023-01-08,ATM_012,Urban,7313.538891615966
2023-01-08,ATM_013,Rural,8057.9114197571935
2023-01-08,ATM_014,Suburban,6653.568672779969
2023-01-08,ATM_015,Suburban,11304.280973602803
2023-01-08,ATM_016,Rural,7885.1041155658295
2023-01-08,ATM_017,Suburban,10914.330093628825
2023-01-08,ATM_018,Urban,10484.639773149536
2023-01-08,ATM_019,Urban,12862.948263261082
2023-01-08,ATM_020,Rural,8841.2714416703
2023-01-09,ATM_001,Urban,12190.551678250273
2023-01-09,ATM_002,Rural,4754.385081566278
2023-01-09,ATM_003,Suburban,4896.171548405622
2023-01-09,ATM_004,Suburban,5144.504185641721
2023-01-09,ATM_005,Rural,6237.909032522844
2023-01-09,ATM_006,Urban,8107.743412565422
2023-01-09,ATM_007,Urban,9656.385160011172
2023-01-09,ATM_008,Rural,6740.366508950136
2023-01-09,ATM_009,Rural,3961.342517835097
2023-01-09,ATM_010,Suburban,7439.6093004594795
2023-01-09,ATM_011,Rural,4915.891258335591
2023-01-09,ATM_012,Urban,6442.255869299465
2023-01-09,ATM_013,Rural,5008.286896355473
2023-01-09,ATM_014,Suburban,8180.967243305968
2023-01-09,ATM_015,Suburban,6473.188570455348
2023-01-09,ATM_016,Rural,5454.505534970728
2023-01-09,ATM_017,Suburban,6394.334580135853
2023-01-09,ATM_018,Urban,9892.395872996993
2023-01-09,ATM_019,Urban,10456.753671276987
2023-01-09,ATM_020,Rural,6204.309929618989
2023-01-10,ATM_001,Urban,8876.179701710911
2023-01-10,ATM_002,Rural,7429.975768626726
2023-01-10,ATM_003,Suburban,4372.592552587458
2023-01-10,ATM_004,Suburban,6348.889736255668
2023-01-10,ATM_005,Rural,8434.005929520592
2023-01-10,ATM_006,Urban,7494.909989226587
2023-01-10,ATM_007,Urban,11812.35359561941
2023-01-10,ATM_008,Rural,6740.9066393295
2023-01-10,ATM_009,Rural,7135.196708187588
2023-01-10,ATM_010,Suburban,9504.932338675617
2023-01-10,ATM_011,Rural,4247.779060191691
2023-01-10,ATM_012,Urban,5729.1979438139415
2023-01-10,ATM_013,Rural,5322.500041632058
2023-01-10,ATM_014,Suburban,8546.460730249235
2023-01-10,ATM_015,Suburban,8622.079354295238
2023-01-10,ATM_016,Rural,6514.5086005190005
2023-01-10,ATM_017,Suburban,6919.804348629402
2023-01-10,ATM_018,Urban,5712.038766596919
2023-01-10,ATM_019,Urban,6709.97905092031
2023-01-10,ATM_020,Rural,5743.618622187976
2023-01-11,ATM_001,Urban,12422.130695429007
2023-01-11,ATM_002,Rural,6671.03689680671
2023-01-11,ATM_003,Suburban,6870.689521675946
2023-01-11,ATM_004,Suburban,9360.08961338014
2023-01-11,ATM_005,Rural,3625.614891774885
2023-01-11,ATM_006,Urban,11896.636094339738
2023-01-11,ATM_007,Urban,9176.75631453424
2023-01-11,ATM_008,Rural,7004.302426937778
2023-01-11,ATM_009,Rural,5496.718274751611
2023-01-11,ATM_010,Suburban,7239.432956228831
2023-01-11,ATM_011,Rural,6651.591188463272
2023-01-11,ATM_012,Urban,5073.996448764408
2023-01-11,ATM_013,Rural,6228.851932810502
2023-01-11,ATM_014,Suburban,5698.513316087526
2023-01-11,ATM_015,Suburban,6485.067041705919
2023-01-11,ATM_016,Rural,6621.2770796061595
2023-01-11,ATM_017,Suburban,10177.847036418863
2023-01-11,ATM_018,Urban,8238.409781345275
2023-01-11,ATM_019,Urban,8517.020879478623
2023-01-11,ATM_020,Rural,6712.9414343515255
2023-01-12,ATM_001,Urban,5493.853059074819
2023-01-12,ATM_002,Rural,6431.7223862815945
2023-01-12,ATM_003,Suburban,7302.888318161474
2023-01-12,ATM_004,Suburban,3741.8885319218407
2023-01-12,ATM_005,Rural,4297.055905975968
2023-01-12,ATM_006,Urban,7747.529164549108
2023-01-12,ATM_007,Urban,10776.073054987568
2023-01-12,ATM_008,Rural,4443.760490970328
2023-01-12,ATM_009,Rural,7244.114395288753
2023-01-12,ATM_010,Suburban,6404.392117015179
2023-01-12,ATM_011,Rural,7141.342497428049
2023-01-12,ATM_012,Urban,8810.913585857914
2023-01-12,ATM_013,Rural,6064.247899835711
2023-01-12,ATM_014,Suburban,8249.1618316236
2023-01-12,ATM_015,Suburban,5502.248448986863
2023-01-12,ATM_016,Rural,6959.2759716122455
2023-01-12,ATM_017,Suburban,7644.848014890332
2023-01-12,ATM_018,Urban,9578.14652794247
2023-01-12,ATM_019,Urban,8117.548702226867
2023-01-12,ATM_020,Rural,3375.9079217940675
2023-01-13,ATM_001,Urban,10247.720493076868
2023-01-13,ATM_002,Rural,5521.884550377157
2023-01-13,ATM_003,Suburban,10100.921356012615
2023-01-13,ATM_004,Suburban,7896.353881165651
2023-01-13,ATM_005,Rural,3995.9363100131945
2023-01-13,ATM_006,Urban,10947.426951593316
2023-01-13,ATM_007,Urban,9848.533238893824
2023-01-13,ATM_008,Rural,4490.608763986446
2023-01-13,ATM_009,Rural,5228.97848752643
2023-01-13,ATM_010,Suburban,5420.570581381336
2023-01-13,ATM_011,Rural,7248.0720716070655
2023-01-13,ATM_012,Urban,9804.059250736438
2023-01-13,ATM_013,Rural,8202.725262341997
2023-01-13,ATM_014,Suburban,5557.864939247191
2023-01-13,ATM_015,Suburban,8496.110100717877
2023-01-13,ATM_016,Rural,6340.944480542025
2023-01-13,ATM_017,Suburban,6128.597657261851
2023-01-13,ATM_018,Urban,9848.04439601537
2023-01-13,ATM_019,Urban,5829.728988988635
2023-01-13,ATM_020,Rural,5247.248270402366
2023-01-14,ATM_001,Urban,10506.591708678263
2023-01-14,ATM_002,Rural,5987.056934071853
2023-01-14,ATM_003,Suburban,8165.437851887076
2023-01-14,ATM_004,Suburban,8301.493929279792
2023-01-14,ATM_005,Rural,8947.148630734788
2023-01-14,ATM_006,Urban,12483.820659019995
2023-01-14,ATM_007,Urban,9054.695736349613
2023-01-14,ATM_008,Rural,6881.201684504766
2023-01-14,ATM_009,Rural,5635.274882556106
2023-01-14,ATM_010,Suburban,11020.354401219178
2023-01-14,ATM_011,Rural,8234.615490061735
2023-01-14,ATM_012,Urban,11156.24094877391
2023-01-14,ATM_013,Rural,6175.102361203834
2023-01-14,ATM_014,Suburban,12050.403305529033
2023-01-14,ATM_015,Suburban,8247.425645078576
2023-01-14,ATM_016,Rural,5085.604492296664
2023-01-14,ATM_017,Suburban,9099.904009963173
2023-01-14,ATM_018,Urban,8818.521113991215
2023-01-14,ATM_019,Urban,8782.326814888322
2023-01-14,ATM_020,Rural,6045.901671362082
2023-01-15,ATM_001,Urban,9476.964434227033
2023-01-15,ATM_002,Rural,8168.734645172559
2023-01-15,ATM_003,Suburban,6273.816831877351
2023-01-15,ATM_004,Suburban,8136.655976260773
2023-01-15,ATM_005,Rural,8613.518136579694
2023-01-15,ATM_006,Urban,14369.346236656327
2023-01-15,ATM_007,Urban,14204.221902977482
2023-01-15,ATM_008,Rural,4878.267525235633
2023-01-15,ATM_009,Rural,4693.326273423425
2023-01-15,ATM_010,Suburban,6666.583859450204
2023-01-15,ATM_011,Rural,7908.543255043082
2023-01-15,ATM_012,Urban,10708.710403223175
2023-01-15,ATM_013,Rural,8419.696056726762
2023-01-15,ATM_014,Suburban,8805.949245270358
2023-01-15,ATM_015,Suburban,8367.095504522
2023-01-15,ATM_016,Rural,5256.055247308115
2023-01-15,ATM_017,Suburban,9369.79020103901
2023-01-15,ATM_018,Urban,13411.731347300092
2023-01-15,ATM_019,Urban,10666.94421062009
2023-01-15,ATM_020,Rural,6790.542389452652
2023-01-16,ATM_001,Urban,7665.296154675161
2023-01-16,ATM_002,Rural,5685.596803878038
2023-01-16,ATM_003,Suburban,7784.719749851262
2023-01-16,ATM_004,Suburban,7317.38786858431
2023-01-16,ATM_005,Rural,4018.1333450099296
2023-01-16,ATM_006,Urban,7472.391756246568
2023-01-16,ATM_007,Urban,7469.447011094541
2023-01-16,ATM_008,Rural,4107.862875887993
2023-01-16,ATM_009,Rural,4945.292710498504
2023-01-16,ATM_010,Suburban,9527.708365593151
2023-01-16,ATM_011,Rural,7125.2988559665455
2023-01-16,ATM_012,Urban,9780.1832937129
2023-01-16,ATM_013,Rural,7517.851578195833
2023-01-16,ATM_014,Suburban,5160.037668960543
2023-01-16,ATM_015,Suburban,8278.456878764528
2023-01-16,ATM_016,Rural,6956.406569058319
2023-01-16,ATM_017,Suburban,5678.852890560283
2023-01-16,ATM_018,Urban,9990.078879647413
2023-01-16,ATM_019,Urban,12242.893785531818
2023-01-16,ATM_020,Rural,6721.077008370722
2023-01-17,ATM_001,Urban,10815.769823479028
2023-01-17,ATM_002,Rural,5010.898679929547
2023-01-17,ATM_003,Suburban,4136.722729867426
2023-01-17,ATM_004,Suburban,9143.88993606931
2023-01-17,ATM_005,Rural,6031.83346151139
2023-01-17,ATM_006,Urban,11882.00885888782
2023-01-17,ATM_007,Urban,8338.579990591223
2023-01-17,ATM_008,Rural,7105.219003560067
2023-01-17,ATM_009,Rural,4587.820288241372
2023-01-17,ATM_010,Suburban,11250.765036951088
2023-01-17,ATM_011,Rural,5657.885518169054
2023-01-17,ATM_012,Urban,7625.434999796507
2023-01-17,ATM_013,Rural,3578.7404598221246
2023-01-17,ATM_014,Suburban,8599.874017843587
2023-01-17,ATM_015,Suburban,10408.199330382458
2023-01-17,ATM_016,Rural,6231.087723288952
2023-01-17,ATM_017,Suburban,5262.653847710954
2023-01-17,ATM_018,Urban,11594.656168761776
2023-01-17,ATM_019,Urban,13361.059713321725
2023-01-17,ATM_020,Rural,3960.300016271694
2023-01-18,ATM_001,Urban,7460.956311190801
2023-01-18,ATM_002,Rural,7065.436895919153
2023-01-18,ATM_003,Suburban,5052.846211799219
2023-01-18,ATM_004,Suburban,7587.31729170374
2023-01-18,ATM_005,Rural,5434.015972926244
2023-01-18,ATM_006,Urban,6682.148873990175
2023-01-18,ATM_007,Urban,9976.14325984268
2023-01-18,ATM_008,Rural,6350.962496811948
2023-01-18,ATM_009,Rural,4260.975749415246
2023-01-18,ATM_010,Suburban,6701.573565344043
2023-01-18,ATM_011,Rural,4522.184512058987
2023-01-18,ATM_012,Urban,11270.773852253878
2023-01-18,ATM_013,Rural,3322.479862654218
2023-01-18,ATM_014,Suburban,7591.454276646035
2023-01-18,ATM_015,Suburban,8981.120242400655
2023-01-18,ATM_016,Rural,7792.049546038014
2023-01-18,ATM_017,Suburban,6708.844735858483
2023-01-18,ATM_018,Urban,7811.3510570505805
2023-01-18,ATM_019,Urban,6528.146324345586
2023-01-18,ATM_020,Rural,7155.600821315137
2023-01-19,ATM_001,Urban,10201.714125077215
2023-01-19,ATM_002,Rural,5837.385253494714
2023-01-19,ATM_003,Suburban,7472.381072524229
2023-01-19,ATM_004,Suburban,7777.793469549497
2023-01-19,ATM_005,Rural,6676.781970847078
2023-01-19,ATM_006,Urban,8797.350932409456
2023-01-19,ATM_007,Urban,9003.669519148743
2023-01-19,ATM_008,Rural,4149.5933315574
2023-01-19,ATM_009,Rural,8143.056974075121
2023-01-19,ATM_010,Suburban,6492.988062973661
2023-01-19,ATM_011,Rural,4975.262495297107
2023-01-19,ATM_012,Urban,10261.190769089484
2023-01-19,ATM_013,Rural,7714.8168938717545
2023-01-19,ATM_014,Suburban,5045.804881933167
2023-01-19,ATM_015,Suburban,6983.208502164909
2023-01-19,ATM_016,Rural,6705.391105998569
2023-01-19,ATM_017,Suburban,8549.525370358382
2023-01-19,ATM_018,Urban,11504.666222752801
2023-01-19,ATM_019,Urban,9761.365827311074
2023-01-19,ATM_020,Rural,5106.461547370584
2023-01-20,ATM_001,Urban,8552.73890893993
2023-01-20,ATM_002,Rural,6531.352357004686
2023-01-20,ATM_003,Suburban,9643.309707208347
2023-01-20,ATM_004,Suburban,3636.0935079071737
2023-01-20,ATM_005,Rural,5121.388087533386
2023-01-20,ATM_006,Urban,9948.317557593122
2023-01-20,ATM_007,Urban,10135.485011386389
2023-01-20,ATM_008,Rural,3738.5822686691
2023-01-20,ATM_009,Rural,4969.917439972744
2023-01-20,ATM_010,Suburban,4885.955719888055
2023-01-20,ATM_011,Rural,3915.862775741836
2023-01-20,ATM_012,Urban,6449.789003102451
2023-01-20,ATM_013,Rural,3656.3941242251435
2023-01-20,ATM_014,Suburban,6347.074769198134
2023-01-20,ATM_015,Suburban,9345.264605599636
2023-01-20,ATM_016,Rural,5598.779018729403
2023-01-20,ATM_017,Suburban,9212.456108343986
2023-01-20,ATM_018,Urban,9030.78432383325
2023-01-20,ATM_019,Urban,10981.145508183467
2023-01-20,ATM_020,Rural,4301.296827885084
2023-01-21,ATM_001,Urban,9494.464344466453
2023-01-21,ATM_002,Rural,5600.4216017154
2023-01-21,ATM_003,Suburban,10150.42998700133
2023-01-21,ATM_004,Suburban,9463.60138320617
2023-01-21,ATM_005,Rural,7526.139447307479
2023-01-21,ATM_006,Urban,12361.202323344321
2023-01-21,ATM_007,Urban,11886.458732523188
2023-01-21,ATM_008,Rural,4474.808183428647
2023-01-21,ATM_009,Rural,3831.8525511422085
2023-01-21,ATM_010,Suburban,9911.757082649985
2023-01-21,ATM_011,Rural,5385.019280169761
2023-01-21,ATM_012,Urban,15304.7027034612
2023-01-21,ATM_013,Rural,7609.808700094694
2023-01-21,ATM_014,Suburban,10311.634718616824
2023-01-21,ATM_015,Suburban,6264.175286811625
2023-01-21,ATM_016,Rural,7584.97321303627
2023-01-21,ATM_017,Suburban,8825.355959005914
2023-01-21,ATM_018,Urban,8490.929102239772
2023-01-21,ATM_019,Urban,9133.304782451733
2023-01-21,ATM_020,Rural,4367.659508086139
2023-01-22,ATM_001,Urban,11170.420755407491
2023-01-22,ATM_002,Rural,4842.950493362241
2023-01-22,ATM_003,Suburban,10839.909285476922
2023-01-22,ATM_004,Suburban,7983.242628051933
2023-01-22,ATM_005,Rural,4063.2714327221174
2023-01-22,ATM_006,Urban,10231.969122919378
2023-01-22,ATM_007,Urban,10639.795445940399
2023-01-22,ATM_008,Rural,7179.754520834364
2023-01-22,ATM_009,Rural,5555.829737985784
2023-01-22,ATM_010,Suburban,7319.86511732367
2023-01-22,ATM_011,Rural,6665.631723244302
2023-01-22,ATM_012,Urban,13754.400909670216
2023-01-22,ATM_013,Rural,6153.755763647618
2023-01-22,ATM_014,Suburban,8660.599091749653
2023-01-22,ATM_015,Suburban,8485.697662299868
2023-01-22,ATM_016,Rural,6703.259707543053
2023-01-22,ATM_017,Suburban,11659.684604372229
2023-01-22,ATM_018,Urban,12533.064474162204
2023-01-22,ATM_019,Urban,13080.59593405563
2023-01-22,ATM_020,Rural,7732.37847202005
2023-01-23,ATM_001,Urban,10657.621285771378
2023-01-23,ATM_002,Rural,3234.6485122856798
2023-01-23,ATM_003,Suburban,8600.852729496868
2023-01-23,ATM_004,Suburban,9485.724168884035
2023-01-23,ATM_005,Rural,6253.38946801808
2023-01-23,ATM_006,Urban,6427.196687236266
2023-01-23,ATM_007,Urban,7085.697601607727
2023-01-23,ATM_008,Rural,6412.517178684296
2023-01-23,ATM_009,Rural,6201.141863265122
2023-01-23,ATM_010,Suburban,8707.524291063217
2023-01-23,ATM_011,Rural,2092.9796258146825
2023-01-23,ATM_012,Urban,7651.922834813653
2023-01-23,ATM_013,Rural,5319.284189811634
2023-01-23,ATM_014,Suburban,5524.561719207132
2023-01-23,ATM_015,Suburban,5464.358340010114
2023-01-23,ATM_016,Rural,4932.663322423684
2023-01-23,ATM_017,Suburban,8107.308597683754
2023-01-23,ATM_018,Urban,9860.837726013764
2023-01-23,ATM_019,Urban,11562.919412666442
2023-01-23,ATM_020,Rural,6321.696166134178
2023-01-24,ATM_001,Urban,6856.229317489618
2023-01-24,ATM_002,Rural,6005.285688353371
2023-01-24,ATM_003,Suburban,7810.023065901721
2023-01-24,ATM_004,Suburban,7401.655390731808
2023-01-24,ATM_005,Rural,7315.086978148115
2023-01-24,ATM_006,Urban,9328.029087186684
2023-01-24,ATM_007,Urban,8681.920934609121
2023-01-24,ATM_008,Rural,3138.4709498195
2023-01-24,ATM_009,Rural,3058.850624874285
2023-01-24,ATM_010,Suburban,5238.982763228038
2023-01-24,ATM_011,Rural,6372.838621761975
2023-01-24,ATM_012,Urban,8034.547035296282
2023-01-24,ATM_013,Rural,5017.04775558322
2023-01-24,ATM_014,Suburban,6236.698042773621
2023-01-24,ATM_015,Suburban,7329.957709053877
2023-01-24,ATM_016,Rural,7268.298817177061
2023-01-24,ATM_017,Suburban,8196.457854823091
2023-01-24,ATM_018,Urban,7876.558708555286
2023-01-24,ATM_019,Urban,7399.523662737176
2023-01-24,ATM_020,Rural,6570.271462348763
2023-01-25,ATM_001,Urban,8819.74726716107
2023-01-25,ATM_002,Rural,4617.177522631087
2023-01-25,ATM_003,Suburban,8929.14192929401
2023-01-25,ATM_004,Suburban,8499.220790061067
2023-01-25,ATM_005,Rural,4879.390017829222
2023-01-25,ATM_006,Urban,7884.182228612149
2023-01-25,ATM_007,Urban,7312.420232473273
2023-01-25,ATM_008,Rural,6350.7269922165915
2023-01-25,ATM_009,Rural,5109.451747902527
2023-01-25,ATM_010,Suburban,8996.086461863411
2023-01-25,ATM_011,Rural,5190.602061455936
2023-01-25,ATM_012,Urban,8574.035294101643
2023-01-25,ATM_013,Rural,6230.95676516113
2023-01-25,ATM_014,Suburban,8663.218040287557
2023-01-25,ATM_015,Suburban,6918.148133555013
2023-01-25,ATM_016,Rural,4085.0386643666457
2023-01-25,ATM_017,Suburban,7094.5937478700325
2023-01-25,ATM_018,Urban,10882.76926087071
2023-01-25,ATM_019,Urban,5457.1469011283025
2023-01-25,ATM_020,Rural,5377.302918386484
2023-01-26,ATM_001,Urban,8504.532365712941
2023-01-26,ATM_002,Rural,2828.372850904335
2023-01-26,ATM_003,Suburban,10529.73256297765
2023-01-26,ATM_004,Suburban,6286.556753236752
2023-01-26,ATM_005,Rural,3208.6881311828547
2023-01-26,ATM_006,Urban,10656.97797700384
2023-01-26,ATM_007,Urban,10701.634005135456
2023-01-26,ATM_008,Rural,4335.36975693036
2023-01-26,ATM_009,Rural,2995.1958306383876
2023-01-26,ATM_010,Suburban,9178.810416041339
2023-01-26,ATM_011,Rural,5992.302214207891
2023-01-26,ATM_012,Urban,8075.471709179912
2023-01-26,ATM_013,Rural,3258.0775753727225
2023-01-26,ATM_014,Suburban,7811.8631977299465
2023-01-26,ATM_015,Suburban,4922.4339133639705
2023-01-26,ATM_016,Rural,6085.423884510495
2023-01-26,ATM_017,Suburban,5259.9190408777085
2023-01-26,ATM_018,Urban,10397.420031853535
2023-01-26,ATM_019,Urban,11352.890036001176
2023-01-26,ATM_020,Rural,3581.965475996049
2023-01-27,ATM_001,Urban,9337.875782279198
2023-01-27,ATM_002,Rural,2722.481394075883
2023-01-27,ATM_003,Suburban,6586.9944211682105
2023-01-27,ATM_004,Suburban,8437.071137473551
2023-01-27,ATM_005,Rural,3325.020713657727
2023-01-27,ATM_006,Urban,4688.828279732834
2023-01-27,ATM_007,Urban,9164.359127772783
2023-01-27,ATM_008,Rural,6897.084625438385
2023-01-27,ATM_009,Rural,7415.269921985557
2023-01-27,ATM_010,Suburban,5834.615031349236
2023-01-27,ATM_011,Rural,4970.949138798956
2023-01-27,ATM_012,Urban,8852.12922965106
2023-01-27,ATM_013,Rural,4571.977455620162
2023-01-27,ATM_014,Suburban,8854.618558792468
2023-01-27,ATM_015,Suburban,6880.6696400429555
2023-01-27,ATM_016,Rural,6940.887173580148
2023-01-27,ATM_017,Suburban,7975.2493987693915
2023-01-27,ATM_018,Urban,6488.158059505078
2023-01-27,ATM_019,Urban,11180.236976187814
2023-01-27,ATM_020,Rural,6526.817295782514
2023-01-28,ATM_001,Urban,7669.951006415623
2023-01-28,ATM_002,Rural,5151.631791391128
2023-01-28,ATM_003,Suburban,7194.326373264342
2023-01-28,ATM_004,Suburban,8333.021535892616
2023-01-28,ATM_005,Rural,8855.608944630632
2023-01-28,ATM_006,Urban,11714.448581425326
2023-01-28,ATM_007,Urban,13931.23440962793
2023-01-28,ATM_008,Rural,5279.1435405790735
2023-01-28,ATM_009,Rural,6436.596483233561
